clip,gloss,signer,split,source
ml/data/clips/eashan/PLEASED/eashan_PLEASED_001.webm,PLEASED,eashan,train,self
ml/data/clips/eashan/PLEASED/eashan_PLEASED_002.webm,PLEASED,eashan,train,self
ml/data/clips/eashan/PLEASED/eashan_PLEASED_003.webm,PLEASED,eashan,train,self
ml/data/clips/eashan/PLEASED/eashan_PLEASED_004.webm,PLEASED,eashan,train,self
ml/data/clips/eashan/PLEASED/eashan_PLEASED_005.webm,PLEASED,eashan,train,self
ml/data/clips/eashan/PLEASED/eashan_PLEASED_006.webm,PLEASED,eashan,train,self
ml/data/clips/eashan/PLEASED/eashan_PLEASED_007.webm,PLEASED,eashan,train,self
ml/data/clips/eashan/PLEASED/eashan_PLEASED_008.webm,PLEASED,eashan,train,self
ml/data/clips/eashan/PLEASED/eashan_PLEASED_009.webm,PLEASED,eashan,train,self
ml/data/clips/eashan/PLEASED/eashan_PLEASED_010.webm,PLEASED,eashan,train,self
ml/data/clips/eashan/SCHOOL/eashan_SCHOOL_000.webm,SCHOOL,eashan,train,self
ml/data/clips/eashan/SCHOOL/eashan_SCHOOL_001.webm,SCHOOL,eashan,train,self
ml/data/clips/eashan/SCHOOL/eashan_SCHOOL_002.webm,SCHOOL,eashan,train,self
ml/data/clips/eashan/SCHOOL/eashan_SCHOOL_003.webm,SCHOOL,eashan,train,self
ml/data/clips/eashan/SCHOOL/eashan_SCHOOL_004.webm,SCHOOL,eashan,train,self
ml/data/clips/eashan/SCHOOL/eashan_SCHOOL_005.webm,SCHOOL,eashan,train,self
ml/data/clips/eashan/SCHOOL/eashan_SCHOOL_006.webm,SCHOOL,eashan,train,self
ml/data/clips/eashan/SCHOOL/eashan_SCHOOL_007.webm,SCHOOL,eashan,train,self
ml/data/clips/eashan/SCHOOL/eashan_SCHOOL_008.webm,SCHOOL,eashan,train,self
ml/data/clips/eashan/SCHOOL/eashan_SCHOOL_009.webm,SCHOOL,eashan,train,self
ml/data/clips/eashan/SHE/eashan_SHE_000.webm,SHE,eashan,train,self
ml/data/clips/eashan/SHE/eashan_SHE_001.webm,SHE,eashan,train,self
ml/data/clips/eashan/SHE/eashan_SHE_002.webm,SHE,eashan,train,self
ml/data/clips/eashan/SHE/eashan_SHE_003.webm,SHE,eashan,train,self
ml/data/clips/eashan/SHE/eashan_SHE_004.webm,SHE,eashan,train,self
ml/data/clips/eashan/SHE/eashan_SHE_005.webm,SHE,eashan,train,self
ml/data/clips/eashan/SHE/eashan_SHE_006.webm,SHE,eashan,train,self
ml/data/clips/eashan/SHE/eashan_SHE_007.webm,SHE,eashan,train,self
ml/data/clips/eashan/SHE/eashan_SHE_008.webm,SHE,eashan,train,self
ml/data/clips/eashan/SHE/eashan_SHE_009.webm,SHE,eashan,train,self
ml/data/clips/eashan/SICK/eashan_SICK_000.webm,SICK,eashan,train,self
ml/data/clips/eashan/SICK/eashan_SICK_001.webm,SICK,eashan,train,self
ml/data/clips/eashan/SICK/eashan_SICK_002.webm,SICK,eashan,train,self
ml/data/clips/eashan/SICK/eashan_SICK_003.webm,SICK,eashan,train,self
ml/data/clips/eashan/SICK/eashan_SICK_004.webm,SICK,eashan,train,self
ml/data/clips/eashan/SICK/eashan_SICK_005.webm,SICK,eashan,train,self
ml/data/clips/eashan/SICK/eashan_SICK_006.webm,SICK,eashan,train,self
ml/data/clips/eashan/SICK/eashan_SICK_007.webm,SICK,eashan,train,self
ml/data/clips/eashan/SICK/eashan_SICK_008.webm,SICK,eashan,train,self
ml/data/clips/eashan/SICK/eashan_SICK_009.webm,SICK,eashan,train,self
ml/data/clips/eashan/SMALL/eashan_SMALL_000.webm,SMALL,eashan,train,self
ml/data/clips/eashan/SMALL/eashan_SMALL_001.webm,SMALL,eashan,train,self
ml/data/clips/eashan/SMALL/eashan_SMALL_002.webm,SMALL,eashan,train,self
ml/data/clips/eashan/SMALL/eashan_SMALL_003.webm,SMALL,eashan,train,self
ml/data/clips/eashan/SMALL/eashan_SMALL_004.webm,SMALL,eashan,train,self
ml/data/clips/eashan/SMALL/eashan_SMALL_005.webm,SMALL,eashan,train,self
ml/data/clips/eashan/SMALL/eashan_SMALL_006.webm,SMALL,eashan,train,self
ml/data/clips/eashan/SMALL/eashan_SMALL_007.webm,SMALL,eashan,train,self
ml/data/clips/eashan/SMALL/eashan_SMALL_008.webm,SMALL,eashan,train,self
ml/data/clips/eashan/SMALL/eashan_SMALL_009.webm,SMALL,eashan,train,self
ml/data/clips/eashan/THANK-YOU/eashan_THANK-YOU_000.webm,THANK-YOU,eashan,train,self
ml/data/clips/eashan/THANK-YOU/eashan_THANK-YOU_001.webm,THANK-YOU,eashan,train,self
ml/data/clips/eashan/THANK-YOU/eashan_THANK-YOU_002.webm,THANK-YOU,eashan,train,self
ml/data/clips/eashan/THANK-YOU/eashan_THANK-YOU_003.webm,THANK-YOU,eashan,train,self
ml/data/clips/eashan/THANK-YOU/eashan_THANK-YOU_004.webm,THANK-YOU,eashan,train,self
ml/data/clips/eashan/THANK-YOU/eashan_THANK-YOU_005.webm,THANK-YOU,eashan,train,self
ml/data/clips/eashan/THANK-YOU/eashan_THANK-YOU_006.webm,THANK-YOU,eashan,train,self
ml/data/clips/eashan/THANK-YOU/eashan_THANK-YOU_007.webm,THANK-YOU,eashan,train,self
ml/data/clips/eashan/THANK-YOU/eashan_THANK-YOU_008.webm,THANK-YOU,eashan,train,self
ml/data/clips/eashan/THANK-YOU/eashan_THANK-YOU_009.webm,THANK-YOU,eashan,train,self
ml/data/clips/eashan/WE/eashan_WE_000.webm,WE,eashan,train,self
ml/data/clips/eashan/WE/eashan_WE_001.webm,WE,eashan,train,self
ml/data/clips/eashan/WE/eashan_WE_002.webm,WE,eashan,train,self
ml/data/clips/eashan/WE/eashan_WE_003.webm,WE,eashan,train,self
ml/data/clips/eashan/WE/eashan_WE_004.webm,WE,eashan,train,self
ml/data/clips/eashan/WE/eashan_WE_005.webm,WE,eashan,train,self
ml/data/clips/eashan/WE/eashan_WE_006.webm,WE,eashan,train,self
ml/data/clips/eashan/WE/eashan_WE_007.webm,WE,eashan,train,self
ml/data/clips/eashan/WE/eashan_WE_008.webm,WE,eashan,train,self
ml/data/clips/eashan/WE/eashan_WE_009.webm,WE,eashan,train,self
ml/data/clips/eashan/WOMAN/eashan_WOMAN_000.webm,WOMAN,eashan,train,self
ml/data/clips/eashan/WOMAN/eashan_WOMAN_001.webm,WOMAN,eashan,train,self
ml/data/clips/eashan/WOMAN/eashan_WOMAN_002.webm,WOMAN,eashan,train,self
ml/data/clips/eashan/WOMAN/eashan_WOMAN_003.webm,WOMAN,eashan,train,self
ml/data/clips/eashan/WOMAN/eashan_WOMAN_004.webm,WOMAN,eashan,train,self
ml/data/clips/eashan/WOMAN/eashan_WOMAN_005.webm,WOMAN,eashan,train,self
ml/data/clips/eashan/WOMAN/eashan_WOMAN_006.webm,WOMAN,eashan,train,self
ml/data/clips/eashan/WOMAN/eashan_WOMAN_007.webm,WOMAN,eashan,train,self
ml/data/clips/eashan/WOMAN/eashan_WOMAN_008.webm,WOMAN,eashan,train,self
ml/data/clips/eashan/WOMAN/eashan_WOMAN_009.webm,WOMAN,eashan,train,self
ml/data/clips/eashan/YOU/eashan_YOU_000.webm,YOU,eashan,train,self
ml/data/clips/eashan/YOU/eashan_YOU_001.webm,YOU,eashan,train,self
ml/data/clips/eashan/YOU/eashan_YOU_002.webm,YOU,eashan,train,self
ml/data/clips/eashan/YOU/eashan_YOU_003.webm,YOU,eashan,train,self
ml/data/clips/eashan/YOU/eashan_YOU_004.webm,YOU,eashan,train,self
ml/data/clips/eashan/YOU/eashan_YOU_005.webm,YOU,eashan,train,self
ml/data/clips/eashan/YOU/eashan_YOU_006.webm,YOU,eashan,train,self
ml/data/clips/eashan/YOU/eashan_YOU_007.webm,YOU,eashan,train,self
ml/data/clips/eashan/YOU/eashan_YOU_008.webm,YOU,eashan,train,self
ml/data/clips/eashan/YOU/eashan_YOU_009.webm,YOU,eashan,train,self
ml/data/clips/eashan/YOU/eashan_YOU_010.webm,YOU,eashan,train,self
ml/data/live/eashan/HELLO/9fc31e88c196.npy,HELLO,eashan,train,live
ml/data/live/eashan/HELLO/b8fdcea900c6.npy,HELLO,eashan,train,live
ml/data/live/eashan/HELLO/178ec4bab836.npy,HELLO,eashan,train,live
ml/data/live/eashan/HELLO/8071a93bb298.npy,HELLO,eashan,train,live
ml/data/live/eashan/HELLO/81226963e834.npy,HELLO,eashan,train,live
ml/data/live/eashan/HELLO/e652c314f530.npy,HELLO,eashan,train,live
ml/data/live/eashan/THANK-YOU/9d7f54b169ac.npy,THANK-YOU,eashan,train,live
ml/data/live/eashan/THANK-YOU/8bb4e705e045.npy,THANK-YOU,eashan,train,live
ml/data/live/eashan/THANK-YOU/d3592b9115d9.npy,THANK-YOU,eashan,train,live
ml/data/live/eashan/THANK-YOU/b8666514cb5f.npy,THANK-YOU,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/36612c649a2b.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/d94524f6737b.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/HOW-ARE-YOU/8acc5552fa55.npy,HOW-ARE-YOU,eashan,train,live
ml/data/live/eashan/ALRIGHT/a05bd15912ce.npy,ALRIGHT,eashan,train,live
ml/data/live/eashan/ME/4e1c27717c73.npy,ME,eashan,train,live
ml/data/live/eashan/PLEASED/940e40e34103.npy,PLEASED,eashan,train,live
ml/data/live/eashan/ME/0ee49d62bc3a.npy,ME,eashan,train,live
ml/data/live/eashan/ME/30173a36d341.npy,ME,eashan,train,live
ml/data/live/eashan/ME/bab77249308f.npy,ME,eashan,train,live
ml/data/live/eashan/ME/081f89695b5a.npy,ME,eashan,train,live
ml/data/live/eashan/ME/b29d4373098e.npy,ME,eashan,train,live
ml/data/live/eashan/YOU/5154361c6e81.npy,YOU,eashan,train,live
ml/data/live/eashan/YOU/f2eb64a9dc17.npy,YOU,eashan,train,live
ml/data/live/eashan/YOU/dcd46e43f7e5.npy,YOU,eashan,train,live
ml/data/live/eashan/HE/1d0f5d5dca1f.npy,HE,eashan,train,live
ml/data/live/eashan/HE/9be8f0c37dd1.npy,HE,eashan,train,live
ml/data/live/eashan/HE/78997e7cd78a.npy,HE,eashan,train,live
ml/data/live/eashan/HE/2fdf164fe90d.npy,HE,eashan,train,live
ml/data/live/eashan/SHE/250bdfe01029.npy,SHE,eashan,train,live
ml/data/live/eashan/SHE/ab321531e921.npy,SHE,eashan,train,live
ml/data/live/eashan/SHE/f2e318e8c865.npy,SHE,eashan,train,live
ml/data/live/eashan/SHE/d0ac93c6426a.npy,SHE,eashan,train,live
ml/data/live/eashan/SHE/b37d6372bf0a.npy,SHE,eashan,train,live
ml/data/live/eashan/SHE/8395c3d0b5ef.npy,SHE,eashan,train,live
ml/data/live/eashan/SHE/aef9a6885f7a.npy,SHE,eashan,train,live
ml/data/live/eashan/SHE/38b426cc950d.npy,SHE,eashan,train,live
ml/data/live/eashan/SHE/89714e88f214.npy,SHE,eashan,train,live
ml/data/live/eashan/SHE/288fff7f67ea.npy,SHE,eashan,train,live
ml/data/live/eashan/WE/1360ca39db80.npy,WE,eashan,train,live
ml/data/live/eashan/WE/4c643b017d1f.npy,WE,eashan,train,live
ml/data/live/eashan/WE/c2a6bb2db6c9.npy,WE,eashan,train,live
ml/data/live/eashan/FRIEND/137e6d993e68.npy,FRIEND,eashan,train,live
ml/data/live/eashan/WE/16d4333c7d20.npy,WE,eashan,train,live
ml/data/live/eashan/WE/8d0f90faeb5d.npy,WE,eashan,train,live
ml/data/live/eashan/WE/bc97edf06ec4.npy,WE,eashan,train,live
ml/data/live/eashan/WE/6d34010f4bf8.npy,WE,eashan,train,live
ml/data/live/eashan/WE/ee56810ead8d.npy,WE,eashan,train,live
ml/data/live/eashan/MOTHER/70887b1636a8.npy,MOTHER,eashan,train,live
ml/data/live/eashan/MOTHER/904bc70d821a.npy,MOTHER,eashan,train,live
ml/data/live/eashan/MOTHER/d5dfa4d5aa49.npy,MOTHER,eashan,train,live
ml/data/live/eashan/FATHER/471e1b43b461.npy,FATHER,eashan,train,live
ml/data/live/eashan/FATHER/90f0a05417c6.npy,FATHER,eashan,train,live
ml/data/live/eashan/FATHER/1e3cfe949853.npy,FATHER,eashan,train,live
ml/data/live/eashan/FATHER/acc4d8c5513e.npy,FATHER,eashan,train,live
ml/data/live/eashan/FRIEND/9b78bd349860.npy,FRIEND,eashan,train,live
ml/data/live/eashan/FRIEND/dd87d4ba7efb.npy,FRIEND,eashan,train,live
ml/data/live/eashan/FRIEND/5a90ea2ea3a5.npy,FRIEND,eashan,train,live
ml/data/live/eashan/FRIEND/58bddaea9a0c.npy,FRIEND,eashan,train,live
ml/data/live/eashan/MAN/f634d57853f2.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/3538a41e9a6e.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/2c45eb7edb35.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/1c8845b77abf.npy,MAN,eashan,train,live
ml/data/live/eashan/WOMAN/f828f08c23f5.npy,WOMAN,eashan,train,live
ml/data/live/eashan/WOMAN/16ff0e9bfd9a.npy,WOMAN,eashan,train,live
ml/data/live/eashan/HAPPY/bbf9c04b23e5.npy,HAPPY,eashan,train,live
ml/data/live/eashan/HAPPY/6cf1893f12ca.npy,HAPPY,eashan,train,live
ml/data/live/eashan/HAPPY/48dc817b2d7f.npy,HAPPY,eashan,train,live
ml/data/live/eashan/HAPPY/27ac73694e42.npy,HAPPY,eashan,train,live
ml/data/live/eashan/SICK/0be07dfcea0e.npy,SICK,eashan,train,live
ml/data/live/eashan/SICK/5ea6606c494d.npy,SICK,eashan,train,live
ml/data/live/eashan/SICK/4630324dd957.npy,SICK,eashan,train,live
ml/data/live/eashan/HEALTHY/d93fedebd357.npy,HEALTHY,eashan,train,live
ml/data/live/eashan/HEALTHY/5bdbd9399738.npy,HEALTHY,eashan,train,live
ml/data/live/eashan/HEALTHY/a5fb0478bbca.npy,HEALTHY,eashan,train,live
ml/data/live/eashan/HEALTHY/3bda98ca27e4.npy,HEALTHY,eashan,train,live
ml/data/live/eashan/BIG/4eeaaa046da5.npy,BIG,eashan,train,live
ml/data/live/eashan/BIG/9954b588a594.npy,BIG,eashan,train,live
ml/data/live/eashan/BIG/fd58bab439cb.npy,BIG,eashan,train,live
ml/data/live/eashan/BIG/de724389c8b8.npy,BIG,eashan,train,live
ml/data/live/eashan/BIG/db3b9d369205.npy,BIG,eashan,train,live
ml/data/live/eashan/BIG/c742b4f5487a.npy,BIG,eashan,train,live
ml/data/live/eashan/BIG/3d80be864085.npy,BIG,eashan,train,live
ml/data/live/eashan/BIG/dc9339acfe24.npy,BIG,eashan,train,live
ml/data/live/eashan/BIG/b11bdded8bdb.npy,BIG,eashan,train,live
ml/data/live/eashan/BIG/fe8165bea21c.npy,BIG,eashan,train,live
ml/data/live/eashan/BIG/2ce1bcf9957c.npy,BIG,eashan,train,live
ml/data/live/eashan/SMALL/89aed07f7bf1.npy,SMALL,eashan,train,live
ml/data/live/eashan/COLD/1bb06e8d65f4.npy,COLD,eashan,train,live
ml/data/live/eashan/SMALL/2fed3a24399a.npy,SMALL,eashan,train,live
ml/data/live/eashan/SMALL/71fd28bed7bb.npy,SMALL,eashan,train,live
ml/data/live/eashan/SMALL/9ba215fe5d73.npy,SMALL,eashan,train,live
ml/data/live/eashan/SMALL/af83f754b37f.npy,SMALL,eashan,train,live
ml/data/live/eashan/SMALL/6752e5a48f47.npy,SMALL,eashan,train,live
ml/data/live/eashan/SMALL/ca8e36243785.npy,SMALL,eashan,train,live
ml/data/live/eashan/SMALL/829e4b9da148.npy,SMALL,eashan,train,live
ml/data/live/eashan/SMALL/dc58aacf6242.npy,SMALL,eashan,train,live
ml/data/live/eashan/SMALL/7637ae2ba787.npy,SMALL,eashan,train,live
ml/data/live/eashan/SMALL/c941046c90f5.npy,SMALL,eashan,train,live
ml/data/live/eashan/COLD/d7b45f9accb1.npy,COLD,eashan,train,live
ml/data/live/eashan/COLD/8b44d4e93146.npy,COLD,eashan,train,live
ml/data/live/eashan/COLD/1208aac46e07.npy,COLD,eashan,train,live
ml/data/live/eashan/HOUSE/ed3512ff0605.npy,HOUSE,eashan,train,live
ml/data/live/eashan/HOUSE/ea11169d5405.npy,HOUSE,eashan,train,live
ml/data/live/eashan/SCHOOL/4472d8bef869.npy,SCHOOL,eashan,train,live
ml/data/live/eashan/ALRIGHT/0b00242fa000.npy,ALRIGHT,eashan,train,live
ml/data/live/eashan/ALRIGHT/b307388da74f.npy,ALRIGHT,eashan,train,live
ml/data/live/eashan/ALRIGHT/f34c55bee8b3.npy,ALRIGHT,eashan,train,live
ml/data/live/eashan/ALRIGHT/bc96fdb55ab8.npy,ALRIGHT,eashan,train,live
ml/data/live/eashan/ALRIGHT/8ce567382306.npy,ALRIGHT,eashan,train,live
ml/data/live/eashan/ALRIGHT/b6102777deac.npy,ALRIGHT,eashan,train,live
ml/data/live/eashan/ALRIGHT/09a2a726ca41.npy,ALRIGHT,eashan,train,live
ml/data/live/eashan/ALRIGHT/29484d974c99.npy,ALRIGHT,eashan,train,live
ml/data/live/eashan/ALRIGHT/a31c8750048c.npy,ALRIGHT,eashan,train,live
ml/data/live/eashan/ALRIGHT/0192c2d3bbd3.npy,ALRIGHT,eashan,train,live
ml/data/live/eashan/HOW-ARE-YOU/9115e4ba1a16.npy,HOW-ARE-YOU,eashan,train,live
ml/data/live/eashan/HOW-ARE-YOU/4c0dc28b9966.npy,HOW-ARE-YOU,eashan,train,live
ml/data/live/eashan/HOW-ARE-YOU/789435a1224f.npy,HOW-ARE-YOU,eashan,train,live
ml/data/live/eashan/HOW-ARE-YOU/75cb9303c64e.npy,HOW-ARE-YOU,eashan,train,live
ml/data/live/eashan/HOW-ARE-YOU/85aa24477f5f.npy,HOW-ARE-YOU,eashan,train,live
ml/data/live/eashan/HOW-ARE-YOU/8ccc168a81d0.npy,HOW-ARE-YOU,eashan,train,live
ml/data/live/eashan/HOW-ARE-YOU/96967ed7db23.npy,HOW-ARE-YOU,eashan,train,live
ml/data/live/eashan/HOW-ARE-YOU/0bd7735425ed.npy,HOW-ARE-YOU,eashan,train,live
ml/data/live/eashan/PLEASED/4b43c5149e3b.npy,PLEASED,eashan,train,live
ml/data/live/eashan/PLEASED/899df51607da.npy,PLEASED,eashan,train,live
ml/data/live/eashan/PLEASED/8ee53bae0dbc.npy,PLEASED,eashan,train,live
ml/data/live/eashan/PLEASED/ee4e8ca9448d.npy,PLEASED,eashan,train,live
ml/data/live/eashan/PLEASED/864a3528f9c8.npy,PLEASED,eashan,train,live
ml/data/live/eashan/PLEASED/fb9f9dc946db.npy,PLEASED,eashan,train,live
ml/data/live/eashan/HOUSE/4fa741d89b04.npy,HOUSE,eashan,train,live
ml/data/live/eashan/SCHOOL/1f0deb440a7c.npy,SCHOOL,eashan,train,live
ml/data/live/eashan/SCHOOL/56f1a42c0e1e.npy,SCHOOL,eashan,train,live
ml/data/live/eashan/SCHOOL/f661680a04b9.npy,SCHOOL,eashan,train,live
ml/data/live/eashan/SCHOOL/975c5b25b90a.npy,SCHOOL,eashan,train,live
ml/data/live/eashan/SCHOOL/6889d4a10c51.npy,SCHOOL,eashan,train,live
ml/data/live/eashan/SCHOOL/90e20c57d169.npy,SCHOOL,eashan,train,live
ml/data/live/eashan/SCHOOL/7cc04711ea52.npy,SCHOOL,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/b90af632dc08.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/25ec65662e08.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/222efbbb47b3.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/fb7987e36cab.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/9af321d6bb5a.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/c61c3b3de3b4.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/cb5f322d9ba9.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/a9fb9ca2bd1e.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/35f184002a07.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/55a4135daf54.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/ca75cacdbdc1.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/33a28ef861a7.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/84e873cf3b39.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/9acb6d3f39f8.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/3d32ef178a74.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/1e7848b8680b.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/73d852fe3424.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/e9e947e32835.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/8a15b6ab07b1.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/5d782a2d9c60.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/ec405f4ff73f.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/86c76dafa125.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/WOMAN/534d05be8e7c.npy,WOMAN,eashan,train,live
ml/data/live/eashan/WOMAN/c78f91fe1854.npy,WOMAN,eashan,train,live
ml/data/live/eashan/WOMAN/950fc5215e1b.npy,WOMAN,eashan,train,live
ml/data/live/eashan/HELLO/cc8786bae319.npy,HELLO,eashan,train,live
ml/data/live/eashan/THANK-YOU/5f8fb37b3100.npy,THANK-YOU,eashan,train,live
ml/data/live/eashan/GOOD-MORNING/a9febd518531.npy,GOOD-MORNING,eashan,train,live
ml/data/live/eashan/HOW-ARE-YOU/2d0bb3ecaa35.npy,HOW-ARE-YOU,eashan,train,live
ml/data/live/eashan/ALRIGHT/b0ca3550a990.npy,ALRIGHT,eashan,train,live
ml/data/live/eashan/PLEASED/7c8573044675.npy,PLEASED,eashan,train,live
ml/data/live/eashan/ME/b82239aa3376.npy,ME,eashan,train,live
ml/data/live/eashan/YOU/baca654a4eaa.npy,YOU,eashan,train,live
ml/data/live/eashan/YOU/0ca887cd2e08.npy,YOU,eashan,train,live
ml/data/live/eashan/YOU/72ad53a8702b.npy,YOU,eashan,train,live
ml/data/live/eashan/YOU/590d69b2430e.npy,YOU,eashan,train,live
ml/data/live/eashan/YOU/1dbe8fd52fef.npy,YOU,eashan,train,live
ml/data/live/eashan/YOU/91d43f7890bb.npy,YOU,eashan,train,live
ml/data/live/eashan/YOU/e5376415b193.npy,YOU,eashan,train,live
ml/data/live/eashan/HE/c6fedea7df2c.npy,HE,eashan,train,live
ml/data/live/eashan/HE/93efc5edbe82.npy,HE,eashan,train,live
ml/data/live/eashan/HE/0c35ea29054e.npy,HE,eashan,train,live
ml/data/live/eashan/HE/fcba15452a4b.npy,HE,eashan,train,live
ml/data/live/eashan/HE/38847287397f.npy,HE,eashan,train,live
ml/data/live/eashan/HE/8cb141763a95.npy,HE,eashan,train,live
ml/data/live/eashan/HE/40345c0fc409.npy,HE,eashan,train,live
ml/data/live/eashan/HE/d65cef6679e8.npy,HE,eashan,train,live
ml/data/live/eashan/HE/120e2f5a1d20.npy,HE,eashan,train,live
ml/data/live/eashan/HE/3a115de006f1.npy,HE,eashan,train,live
ml/data/live/eashan/HE/18234397bd29.npy,HE,eashan,train,live
ml/data/live/eashan/HE/ad716c8005fc.npy,HE,eashan,train,live
ml/data/live/eashan/HE/f3a632dc3a27.npy,HE,eashan,train,live
ml/data/live/eashan/HE/fa55c8f80aeb.npy,HE,eashan,train,live
ml/data/live/eashan/HE/a5bc1721facb.npy,HE,eashan,train,live
ml/data/live/eashan/HE/23a63a543c0a.npy,HE,eashan,train,live
ml/data/live/eashan/HE/e3e5b9c2abb4.npy,HE,eashan,train,live
ml/data/live/eashan/HE/6a973bfd0944.npy,HE,eashan,train,live
ml/data/live/eashan/HE/a4c2c6e49424.npy,HE,eashan,train,live
ml/data/live/eashan/HE/864c4fdce589.npy,HE,eashan,train,live
ml/data/live/eashan/HE/ff6c1e327ab8.npy,HE,eashan,train,live
ml/data/live/eashan/SHE/1774f436bb07.npy,SHE,eashan,train,live
ml/data/live/eashan/SHE/6c66e1dd1e00.npy,SHE,eashan,train,live
ml/data/live/eashan/SHE/3e2aac882e2c.npy,SHE,eashan,train,live
ml/data/live/eashan/WE/61535b396892.npy,WE,eashan,train,live
ml/data/live/eashan/WE/e61eddad8824.npy,WE,eashan,train,live
ml/data/live/eashan/WE/2f4884f8f7f7.npy,WE,eashan,train,live
ml/data/live/eashan/WE/6d90c9d71c9d.npy,WE,eashan,train,live
ml/data/live/eashan/WE/e35d0282b192.npy,WE,eashan,train,live
ml/data/live/eashan/MOTHER/4f9e940ffa3b.npy,MOTHER,eashan,train,live
ml/data/live/eashan/MOTHER/612f4f551545.npy,MOTHER,eashan,train,live
ml/data/live/eashan/MOTHER/8616a2a02220.npy,MOTHER,eashan,train,live
ml/data/live/eashan/MOTHER/3c8975cc7272.npy,MOTHER,eashan,train,live
ml/data/live/eashan/MOTHER/d197ebc28af2.npy,MOTHER,eashan,train,live
ml/data/live/eashan/FATHER/525116b16cb7.npy,FATHER,eashan,train,live
ml/data/live/eashan/FATHER/4cfc7bd53b08.npy,FATHER,eashan,train,live
ml/data/live/eashan/FATHER/5d050a33cf49.npy,FATHER,eashan,train,live
ml/data/live/eashan/FRIEND/db8916f281b6.npy,FRIEND,eashan,train,live
ml/data/live/eashan/FRIEND/4b92562cda08.npy,FRIEND,eashan,train,live
ml/data/live/eashan/FRIEND/628bffc71cfa.npy,FRIEND,eashan,train,live
ml/data/live/eashan/MAN/eead9c3651f0.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/dc33e10a66f9.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/ecd2cc34e6e8.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/ce9af31c9d05.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/d0801cdf7b87.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/a5bfb3f8768b.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/1c9a0d488c80.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/4fa87be9a549.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/a0e3a37d5064.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/bee1dbc36b62.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/1c4d9c70f697.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/83c07a325fee.npy,MAN,eashan,train,live
ml/data/live/eashan/MAN/2fac7bdd195f.npy,MAN,eashan,train,live
ml/data/live/eashan/MOTHER/119cef0e1aad.npy,MOTHER,eashan,train,live
ml/data/live/eashan/MOTHER/23c7a8c6fdeb.npy,MOTHER,eashan,train,live
ml/data/live/eashan/MOTHER/3ed085b4d3e5.npy,MOTHER,eashan,train,live
ml/data/live/eashan/MOTHER/a8fec1d51173.npy,MOTHER,eashan,train,live
ml/data/live/eashan/MAN/c76d9d7f43cf.npy,MAN,eashan,train,live
